,601119000
"Tony Rackauckas for District Attorney 2018, FPPC ID# 970780",309000
McLeod-Skinner for Oregon,309000
Gilpin for Congress 2018.,309000
the Opportunity Solutions Project,308000
Mindi for Congress,308000
McCready for Congress,308000
Friends of Beth Liston,308000
"the Committee to Elect Vivianne Del Rio for Miami-Dade Circuit Court Judge, Group 14",307000
Friends for Steve Sisolak,307000
CatholicVote,307000
Texans for Traffic Relief,306000
"Sunlight Arizona, a program of the One Arizona, a non-profit 501(c)3 organization",306000
Denver Elections,306000
Unite Alaska for Walker-Mallott,305000
Tedeschi for Congress,305000
Peterson for Congress ,305000
"James W. Chandler, Nonpartisan, for Circuit Court Judge",305000
Friends of Aaron Regunberg,305000
Committee to Elect Tyler R. Edmonds,305000
"Paid for by Retain Our San Francisco Superior Court Judges 2018: Andrew Y .S. Cheng, Curtis E. A. Karnow, Cynthia Ming-mei Lee and Jeffrey S. Ross; 150 Post St., Ste. 405, San Francisco, CA 94108. FPPC ID #1403011",303000
Harrington For Sheriff #1397268,303000
The Professional Fire Fighters of Massachusetts' Committee on Political Education,302000
Spellchek Media,302000
No on Prop E – Stop the Prohibition Proposition,302000
Nathan Evershed for District Attorney,302000
LG&E and KU,302000
JOE NEGUSE FOR CONGRESS,302000
Chicagoans United for Economic Security PAC,302000
We Work For Health PA,301000
McKinley for Congress,301000
Andy Harris for Congress,301000
the committee to elect Ron Grooms,300000
the Nature Conservancy,300000
the National Down Syndrome Society (NDSS),300000
official funds from the office of Congressman Markwayne Mullin,300000
"Vicki Schmidt for Insurance Commissioner, Brad Koehn, CPA, Treasurer",300000
Schimel for Attorney General,300000
Rep. Ted Lieu,300000
RT ,300000
Patrick Colbeck for Governor,300000
New American Media LLC,300000
Mike Levin for Congress,300000
Michigan Prosperity Project,300000
Marcellus Shale Coalition,300000
"Just Facts, a nonprofit institute dedicated to publishing rigorously documented facts about public policy issues. ",300000
John Turner for Texas Campaign,300000
GLAAD,300000
Friends of Don S. Guzman,300000
Committee to Elect Christy Edwards to Alabama Court of Civil Appeals,300000
Citizens for Kay,300000
Carbonated TV,300000
Better Cookeville - Ricky Shelton,300000
John Messmer for Congress,299000
the Michigan Infrastructure & Transportation Association,298000
Friends of Gina Raimondo,298000
Compassion & Choices,298000
the Brady Campaign,297000
Houston Fire Fighters Political Action Committee,297000
Home Financial Helper No Cost Solar Program,297000
Zumbach for Agriculture,296000
Tim Kennedy for State Senate,296000
Coalition To Stop The State Water Grab,296000
Blue Fox Entertainment,296000
All for Transportation,296000
Stephen Marks for Congress,295000
"Perla Tabares Hantman for Miami-Dade School Board, District 4",295000
NYS SRCC,295000
David Penaloza for City Council 2018 FPPC ID# 1401897,295000
Dan Newhouse for Congress,295000
Californians for More Affordable Homes and Quality Public Schools committee major funding from California Building Industry Association and EdVoice. Not authorized by a candidate or a committee controlled by a candidate.,295000
Jesse Colvin for Congress,294000
Council for Responsible Nutrition,294000
Peace Officers Research Association of California Issues PAC,293000
George Steele,293000
Friends of the Brooklyn Queens Connector ,293000
Citizens for Saladino,293000
"Authority, Friends of Kathy Afzali, John Cornelius, Treasurer",293000
American Potential,293000
Shireen for Congress,292000
Free the People,292000
Anthem Foundation,292000
Andrés for Arizona // Authorized by Andrés Cano,292000
Alexandra Chandler for Congress,292000
the Ohio Education Association,291000
and authorized by Bill Day for State Senate 2018,291000
Recirculating Farms Coalition,291000
Krist for Nebraska,291000
Johnson for Governor,291000
GOPAC Not Authorized by Any Candidate or Candidate Committee,291000
Transparency in Government PAC,290000
Ross Spano for Congress,290000
Aument for Senate,290000
Abortion Care Network,290000
Tom Cole for Congress,289000
The ACLU of Texas,289000
Osmack for Missouri,289000
Ohio Senate Democrats,289000
Friends of Hagedorn,289000
Theresa Gasper for Congress,288000
"Friends of Saif Rehman, Sana Rehman, Treasurer.",288000
Detroit International Bridge Company,288000
Association of Young Americans,288000
Margaret for Congress,287000
Mandela for Wisconsin,287000
Keeping Up With Cava,287000
Environmental Progress,287000
The Oklahoma Call for Reproductive Justice,286000
PATHWATER - The First Purified Water in a BPA Free Reusable Aluminum Bottle,286000
"Janet Nguyen for Senate, FPPC ID#1373835",286000
"Friends of SDSU, Yes on Measure G, a coalition of SDSU alumni, business and community leaders. Committee major funding from Jack McGrory, Edward Brown and Frederic Luddy",286000
Citizens for Friess,286000
the Bump Committee,285000
Sara Jacobs for Congress,285000
"Friends of Derek Kawakami PO Box 3136, Līhu`e HI 96766",285000
"Yes on Measure I and Measure J, Move Pasadena Forward, A Committee Controlled by Mayor Terry Tornek",284000
Florida Daily,284000
Community Health Coalition,284000
Nunyo Demasio,283000
Maple+Twig,283000
Blue Cross and Blue Shield of Minnesota,283000
Partnership for Conservation.,282000
Office of Congresswoman Norma Torres,282000
"New Direction PAC, Democrat ",282000
Giselle Hale for Redwood City Council 2018 | FPPC ID 1401141 ,282000
Friends of Gus Katsafaros,282000
Friends of David Nygaard,282000
Citizens for Responsible Energy Solutions,282000
Judge Ciaccio for Supreme Court,281000
"For the purpose of this brochure, a “disclaimer” notice is defined as a statement placed on a public communication that identifies the person(s) who paid for the communication and, where applicable, the person(s) Sahak Nalbandyan & Solar Solutions authorized the communication.",281000
Boeing South Carolina,281000
Aspiration,281000
Paid for by Howard Sherman for Senate,280000
Friends of Edward M. Burke ,280000
"David L. Keyes, CPA, ACCA, CFE for Auditor-Controller/Treasure Tax-Collector 2018 FPPC# 1402638",280000
Assemblymember Brian Maienschein,280000
AARP Washington State,280000
Utah Decides Healthcare ,279000
Sutton for South Dakota,279000
Ringelstein For Maine,279000
Laura Kelly for Kansas,279000
Flaccavento for Congress,279000
City Journal,279000
Lorie Zapf for Council 2018,277000
League of Women Voters of Florida Education Fund,277000
Kristina Daley Roegner for Ohio,277000
Sean Flynn for Congress,276000
and Authorized by Gary Jones for Governor 2018,275000
KelliPAC,275000
DisabilityOver50,275000
Building New York's Best,275000
"Alaska Republican Party, Tuckerman Babcock, Chairman 1000 O'Malley Rd Anchorage PO Box 201049 Anchorage AK 99520  ",275000
"the Committee to Elect Elisabeth Espinosa, and the candidate, Non-Partisan, for Miami-Dade Circuit Court Judge (11th Judicial Circuit), Group 8",274000
PATE FOR IOWA,274000
"American Federation of State, County, and Municipal Employees, Council 962",274000
The Republican Party of Texas,273000
The Palestine Institute for Public Diplomacy,273000
The Cicilline Committee,273000
Republican Party of Louisiana,273000
Feinstein For Senate 2018,273000
Buffy Wicks for Assembly 2018. FPPC #1396734,273000
314 Action Fund.,273000
"the Steve Obsitnik for Governor Committee, Christopher B. Russo, Treasurer; Approved by Steve Obsitnik.",272000
ProEnglish,272000
Peter Smith | Independent for Colorado D32,272000
 American Family Voices.,272000
Shared Hope International,271000
Glisson for Congress,271000
Friends of Mark Batinick,271000
the office of Congressman Steve Stivers,270000
the Houston Federation of Teachers ,270000
Vote Tipton,270000
Virginia Consumer Healthcare Alliance,270000
ReThink Media,270000
"Nick Smith for Sheriff of Walker County • 758 Saragossa Rd • Nauvoo, AL 35578",270000
NYC Pride,270000
Manufactured Housing Institute,270000
Friends of George Chism,269000
Center for Reproductive Rights,269000
Committee to Elect Shari Africk-Olefson For Circuit Court Judge ,268000
VOTE HEATHER CARTER SENATE,267000
Randy Hultgren for Congress,267000
Patriot Powered Products and Publications,267000
Keystone Energy Efficiency Alliance (KEEA),267000
Consumers Union,267000
CAS PAC,267000
Stand Up North Florida,266000
"Political advertisement paid for by the campaign to elect Debbie Wood  3011 20th Avenue Valley, Al. 36854",266000
Levenson for Congress,266000
"Ken Summers for State Rep, PO Box 24 Baraga MI 49908",266000
Brian Hill,266000
"Political advertisement paid for and approved by the Committee to Elect Adam Pollack Circuit Judge, Group 24",265000
Burns for NH,265000
The Shores Committee,264000
Patrick Ryan for Congress,264000
DC Health ,264000
Carla Nelson for Congress,264000
the Indiana Democratic Party. Not authorized by a candidate or candidate's committee. ,263000
the Democratic Legislative Campaign Committee,263000
Rory's Committee,263000
"Meshon Rawls, Nonpartisan, for Alachua County Judge, Group 2",263000
Assemblymen Devon Mathis ,263000
Rob Wittman for Congress,262000
People for Sharon,262000
"Paid for by The Friends of Dan O'Neill, Dan O'Neill, Treasurer",262000
Oklahoma Second Amendment Association,262000
Mark for AZ,262000
"Kevin Jones for Congress, Inc.",262000
Friends of Rushern Baker III,262000
Climate Hawks Vote Political Action. Not authorized by any candidate or candidate's committee.,262000
AARP Virginia,262000
Oklahoma Oil & Gas Association,261000
Friends of Delbert Hosemann,261000
"and by authority: Friends of Luke Clippinger; Melissa Evans, Treasurer",260000
W.K. Kellogg Foundation,260000
Vote For Guy. I'm Guy Furay and I approve this message.,260000
The Buckeye Institute,260000
TENN Values PAC. Not authorized by any candidate or candidate's committee.,260000
No on Measure U Campaign Committee FPPC # 1409181,260000
National Mining Association,260000
Metro Puerto Rico ,260000
Jesse for Nevada,260000
High Ground Action Fund,260000
"Guy Smith for CT.  Vincent Kiernan, Treasurer, Approved by Guy Smith.",260000
Emerging American Majorities,260000
Eastwind Enterprises,260000
Cathy Costello for Labor Commissioner,260000
"Andria Thomas for DC, PO Box 15022, Washington DC 20003. Ann F. Hoffman, Treasurer.  A copy of our report is filed with the Director of Campaign Finance of the District of Columbia Board of Elections.",260000
SEIU 503 ,259000
New Jersey League of Conservation Voters,259000
Matt Hall for Mayor 2018,259000
Kilili Sablan,259000
Forward Majority Action 527 AZ PAC. Not authorized by any candidate or candidate’s committee.,259000
 FRIENDS OF BARRETT DAVIE,259000
Headline Shirts,258000
Bruce Griffey for State Representative,258000
Rafferty for Senate,257000
"Political Adv. Paid for by Danielle Skidmore Campaign, Alicia Weigel, Treasurer; PO Box 13, Austin TX 78767. This campaign has not agreed to comply with the contribution and expenditure limits of the Austin Fair Campaign Charter.",257000
MIKE MILLER FOR CONGRESS,257000
Jim Bradley for Salt Lake County Council,257000
Grigorian for Senate,257000
Committee to Elect Linda Champion,257000
Arizona Democratic Party. Not authorized by any candidate or candidate's committee.,257000
AARP Nevada,257000
The Great Courses,256000
Team Morris for Morris County Freeholder,256000
Shaban for AG,256000
Magaziner for Treasurer ,256000
Friends of Judge Zalla,256000
Colm Willis for Oregon,256000
"By Authority: Friends of Ivan Bates, Catherine Flynn, Treasurer",256000
"BAXTER TROUTMAN, REPUBLICAN, FOR COMMISSIONER OF AGRICULTURE",256000
The Yerman Group,255000
Peter De Neufville For Congress,255000
Missouri Democratic State Committee,255000
"Law Offices of Sean Lewis, PLLC",255000
Kerry Wood for SC Secretary of State,255000
Jessica Ho for Supervisor 2018 FPPC ID# 1406738.,255000
Hourglass Films,255000
End Citizens United. Not authorized by any candidate or candidate’s committee.,255000
Don Boyajian for Assembly,255000
ALLIANCE OF AUTOMOBILE MANUFACTURERS,255000
"the Steve Obsitnik for Governor Committee, Joseph Sledge, Treasurer; Approved by Steve Obsitnik.",253000
"Valley Solutions"" Assembly member Gray's Ballot Measure Committee",253000
Congressman Lou Correa,253000
Citizens for Norton,253000
News Procession,252000
California Life Sciences Association,252000
Xcel Energy,251000
The Everglades Foundation,251000
Scamazon,251000
"North Dakotans for Citizen Voting, Gary Emineth, Chairman",251000
Menendez for Senate,251000
Jetties Bracelets,251000
Delbene for Congress,251000
"Affordable Housing for All, Yes on D",251000
Virginia Department of Criminal Justice Services Grant ,250000
"Support Our Anaheim Resort Area PAC. Committee major funding from Disney Worldwide Services, Inc. and affiliated entities.  Not authorized by a candidate or a committee controlled by a candidate.",250000
South Dakotans for Comprehensive Energy Solutions,250000
Scientology Volunteer Ministers International,250000
Representative Nancy Pelosi,250000
Organization United for Respect,250000
Official Funds from the Office of Congressman Tom Reed,250000
"New Yorkers for Clean, Livable, and Safe Streets",250000
New York's Very Own PIX11 News,250000
Maine Deserves Better,250000
Ian Calderon for Assembly 2018,250000
"Grow Kansas Action Fund, Inc. Not authorized by any candidate or candidate's committee.",250000
FRIENDS OF WAKE COUNTY,250000
Cate for City Council 2018,250000
American Wind Energy Association,250000
мои личные средства в рекламу моей компании,249000
Team Clark,249000
Major funding by ACLU and ACLU of Northern California,249000
Clean Missouri,249000
Andrew Alsup ~ The Village Savant,249000
UsAgainstAlzheimer's,248000
Institute for Southern Studies,248000
the Open Society Foundations,247000
Win Dem PAC,247000
Pyle for Congress,247000
American Chemistry Council,247000
NARAL Pro-Choice Massachusetts and the National Institute for Reproductive Health Action Fund,246000
"All electoral content on this account is prepared by the SEIU Minn State Council Political Fund, 2233 University Ave W, #422, St. Paul, MN 55114, as an independent expenditure, and is not approved by any candidate nor is any candidate responsible for its content.",246000
New Mexico Voices for Children,245000
"Joseph Williams for TN - Hunter Sinclair, Treasurer",245000
"Friends of Al Redmer, Jr., Robert Liberto, CPA, Treasurer.",245000
Al Olszewski for U.S. Senate,245000
"Jamie Kiel Campaign 14696 Hwy 43, Russellville, AL 35653",244000
First Liberty,244000
DSC Foundation,244000
Andrew Brenner for Ohio,244000
the California School Boards Association,243000
Ted Budd for Congress,243000
Johnny Mack Morrow For State Senate,243000
Art Swann for State Senate,243000
314 Action.,243000
Pink Pin Project,242000
Mike Johnson for Louisiana,242000
"Mike Crimi, Republican, for Marion County Commission District 2",242000
"Gray Chynoweth for New Hampshire, Jeremy Hitchcock Treasurer",242000
Friends of Julie Goldberg for NY Senate,242000
Change Campaign Super PAC and not authorized by any candidate or candidate’s committee.,242000
The Committee For Ranked Choice Voting,241000
Supporters of Chad Bianco for Sheriff,241000
Friends of Andy Coleman,241000
Friends of Alex Karjeker,241000
ERIC BRAKEY FOR U.S. SENATE,241000
We Built This,240000
Oakland County Board of Commissioners Public Information Acct,240000
New Democracy,240000
Michael Dougherty for District Attorney,240000
KAIRE,240000
Jason Nichols for Congress,240000
Equity Forward Action,240000
Crenshaw for Congress,240000
Beautiful Colorado LLC,240000
the Office of Congresswoman Lisa Blunt Rochester,239000
The Committee To Elect Dawn Barlow For Congress,239000
Portfolio Books,239000
"Justice Jennifer Caughey Campaign, David Sawyer, Treasurer, in compliance with the limitations of the Judicial Campaign Fairness Act",239000
Home Improvement Deal,239000
California League of Conservation Voters,239000
"Tactical Air USA, LLC",238000
Pingree for Congress,238000
"Keith Perry, Republican, for State Senate, District 8.",238000
Defend Our Constitution,238000
Ratepayer Protection Network,237000
Katie Porter for Congress,237000
"If Americans Knew, a nonpartisan, nonprofit American think tank that provides information on Israel-Palestine and related subjects. Since the US gives Israel over $10 million per day, we feel it is essential that Americans learn the facts on this issue, especially information largely omitted from US news reports.",237000
"Communities to Elect Travis Estes, Alicia Hernandez, Treasurer",237000
CAP Action Fund,237000
Wheeler for NC,236000
Stephanie Murphy for Congress,236000
"Paid for by Matt for State Senate, Gene P. Nocera Treasurer; Approved by Matt Lesser",236000
Open Primaries Inc. ,236000
Justin Hanson for Congress,236000
Grabien,236000
Debra Hilstrom for Attorney General,236000
the Competitive Enterprise Institute ,235000
World Peace Placards,235000
Richardson for Governor 2018,235000
Pete Harckham for Senate,235000
Marchand for New Hampshire,235000
Friends of Kathy McGuiness,235000
Crown Publishing Group,235000
Chris Grisolia,235000
Mike Shirkey,234000
Conservatives for Collier Campaign,234000
Americans for Tax Reform,234000
the Committee to Elect Alan Grayson.,233000
Unite2Vote,233000
Paid for by the National Mining Association,233000
Mel Hall for Congress ,233000
Lonegan For Congress Inc,233000
Friends of Stephanie Garcia Richard,233000
Friends of Richard Gottfried,233000
Ed Lazere for DC Chair.,233000
AARP Florida,233000
"Question PAC PO Box 426 Ephrata, WA 98823 - Not affiliated with any political candidate or campaign",232000
Kaczmarek for Sheriff Committee ,232000
Duncan D. Hunter for Congress,232000
DePizzo For Congress,232000
"Caroline Self for Senate, PO Box 714, Florence, AL 35631",232000
The Center for Popular Democracy Action ,231000
"San Diegans for Full Voter Participation, Yes on D, Sponsored by Service Employees International Union Local 221 PAC. Committee major funding from Service Employees International Union Local 221, San Diego County Building Trades Council Family Housing Corporations dba National City Park Apartments, United Domestic Workers of America.",231000
Muratsuchi for Assembly 2018.,231000
Florida Senatorial Campaign Committee,231000
"Citizens for Pam Mason, Pam Mason, Treasurer",231000
Affordable Medicare,231000
Oregon Life United PAC,230000
One Colorado,230000
Oklahoma State Treasurer's Office,230000
Office of Congressman Joe Courtney,230000
New York State Democratic Senate Campaign Committee,230000
Mike Espy for Senate,230000
Luther Pate,230000
Children's Action Alliance,230000
Billy Long for Congress,230000
AARP Minnesota,230000
the Rhode Island Democratic State Committee,229000
United We Dream Action,229000
The Republican Standard,229000
"Stand Up Blue Valley, Inc. Heather Lancaster, Treasurer",229000
"Save Kansas Coalition, Inc.",229000
Proxy Vote,229000
Patricia Torres Ray for Congress,229000
Drew John for State Senate,229000
Brian Flynn for Congress,229000
Brand New Films LLC,229000
the Committee to Elect Lucy Ferguson VanMeter,228000
"Team Justin Brown, Danette Sherrell, Treasurer",228000
Monterey Bay Aquarium,228000
Henry Holt and Company,228000
"Gayle Harrell, Republican, for Florida Senate District 25",228000
E2 (Environmental Entrepreneurs),228000
"Delores Hogan Johnson for Florida House District 84, Democrat",228000
" Friends of Angela Alsobrooks, Kimberly Seymour, Treasurer",228000
"Paid for the by the Working Families Party National IE Committee, Mike Boland Treasurer, 1 Metrotech Center North, 11th Floor, Brooklyn, New York. Not authorized by any candidate or candidate’s committee. ",227000
"Independent expenditure prepared and paid for by AFSCME Council 5 PEOPLE Fund, 300 Hardman Ave. S., South St. Paul, MN 55075. Not authorized or approved by any candidate or candidate’s committee. No candidate or candidate’s committee is responsible for it.",227000
Hatfield for Commissioner,227000
"Friends of Harry Roberts, Scott Burnham, Treasurer. ",227000
FRIENDS OF TEREZ AMATO,227000
"Deepwater Wind South Fork, LLC 2018",227000
Campbell 4 Maryland,227000
AARP Member Benefits,227000
A.R. Bernard,227000
"Walorski for Congress, Inc. ",226000
Ron Curtis,226000
Oil Change International,226000
Brendan Kelly for Southern Illinois.,226000
788 is NOT Medical,226000
Steve Ferrara for Congress,225000
SIVA Marketing,225000
IFA,225000
"David Perez, Democrat, for Senate District 36",225000
Barbara L'Italien for Congress,225000
Advance Arkansas Institute,225000
Mac Schneider for North Dakota,224000
Friends of Barrett Davie,224000
Citizens for Cal3,224000
American Future Fund.,224000
African Wildlife Foundation,224000
Friends of Darrin Camilleri,223000
Brandy Brooks Power Posse; Treasurer: Eleanne Brooks,223000
U.S. National Committee for UN Women,222000
Sheila for Congress,222000
"Paid for by Jay Bush for State Representative, Jason Schultz Treasurer",222000
Here for America,222000
Friend of Floyd Bonner,222000
Troy for Chicago,221000
New York State Nurses Association ,221000
Buckeye Firearms Association,221000
"Brian McClendon for Kansas Committee, Sandy Praeger, Treasurer.",221000
Rene Lopez for Chandler,220000
Re-Elect Sheriff Gore 2018,220000
People for the Ethical Treatment of Animals,220000
"Olivares for Sheriff 2018, FPPC #1397270.",220000
Jena Griswold for Colorado,220000
Friends of Joy Silver for Senate 2018,220000
"Elect Wendy Weiker (D) | PO Box 63, Mercer Island, WA 98040 ",220000
Crooked Media,220000
Central Valley Immigrant Integration Collaborative,220000
Bruce Crochetiere for Congress,220000
the Committee to Elect Patrick Kearney,219000
Transportation Is the Future,219000
"Phil Glynn for Mayor, Jon Otto, Treasurer.",219000
Peter G. Peterson Foundation,219000
Integrity First PAC,219000
"Friends of Maralyn Chase for Senate, PO Box 77267 Seattle WA  98177",219000
"Friends of Kathy Szeliga, Colleen Dunlap, Treasurer",219000
"Committee to Elect Keri Ingle, Kenneth Ingle, Treasurer",219000
A. Blair Dunn for New Mexico,219000
Kellen For Congress,218000
Friends of Jeff Waldstreicher; Treasurer: Michael Shulman.,218000
Consumer Action for a Strong Economy,218000
Pechefsky for Congress,217000
Norm Novitsky,217000
"Nichols for Judge, Ann Peterson Golubski, Treasurer",217000
NXtra Committee,217000
Mike Dockery,217000
Greenberg for State Senate. Kelly P Ricciardi Treasurer. Approved by Adam D Greenberg.,217000
Friends of Paul Evans,217000
"Elect KDP, Authorized by Kristin Dybvig-Pawelko",217000
American Heart Association,217000
the Montana Wildlife Federation,216000
the Committee to Elect Zaki Ali,216000
Todd Youngblood,216000
Shawn Nelson For Congress,216000
Political advertisement paid for and approved by Bill Mathias for Lake County School Board,216000
Mid Atlantic LECET,216000
Jewish Leadership Conference,216000
Friends of Dan Feehan,216000
American Policy Advocates,216000
"the Wisconsin Right to Life Victory Fund, Chet Rucinski, Treasurer. Not authorized by any candidate or candidate's committee. ",215000
Southern Alliance for Clean Energy.,215000
Smith for the Supreme Court,215000
Re-elect Diane Douglas for Superintendent,215000
RIchardson for Governor 2018,215000
Promote Oregon Leadership PAC,215000
Paragon Media,215000
Manhattan Neighborhood Network,215000
"John Murtari, AKidsRight, Inc.",215000
Hughes for Congress,215000
"Friends of Patty Kuderer. PO Box 1545, Bellevue, WA 98009",215000
Committee to Elect Lisa Stone Barnes,215000
Committee to Elect Harper Peterson ,215000
the Lashar for Congress Committee,214000
Young Invincibles,214000
State Senator Jim Stamas,214000
PAID FOR BY FAIR SHARE PITTSBURGH ACTION FUND  ,214000
"Murphy for Minnesota, PO Box 40036, St. Paul, MN 55104",214000
Irvine Community News & Views,214000
Huizenga for Congress,214000
Friends of Raja for Congress. Approved by Raja Krishnamoorthi.,214000
"Friends of David Ellin, Michelle McLoughlin, Treasurer",214000
Friends of Chris Carr,214000
Committee to Elect Mark Melrose,214000
2atees1,214000
RNY Initiative,213000
Michigan Climate Action Network,213000
Lee Harris for Mayor,213000
JASON SMITH FOR CONGRESS,213000
"Friends of Ben Shnider. Ashish Dhru, Treasurer.",213000
Airline Passengers for Justice,213000
Premiere Marketing,212000
LaunchGood,212000
"Cook Inletkeeper • Homer, AK",212000
"The Coalition for a Better Illinois 6th (CBIL6), a network of grassroots groups across the 6th Congressional District of Illinois who share a core set of values based on the beliefs that people in the United States deserve equal and fair treatment and that a successful democracy requires an informed and engaged public.",211000
Ray Gaesser for Iowa Agriculture,211000
McGuire for Governor,211000
Lynne Blankenbeker for Congress,211000
"Hoan Dang for County Council; Darrell Anderson, Chair; Tonia Bui, Treasurer ",211000
Friends of Chuck Thomsen,211000
Arkansas Overdose Program,211000
"the Committee to Re-elect Judge Martin - Michael Florez, Treasurer",210000
edHelper,210000
Taxpayers for Common Sense,210000
SiddiqueForMoCo,210000
Sandoval County,210000
Republican Jewish Coalition,210000
Pam Tucker for Columbia County Commission Chair,210000
National Association for the Advancement of Colored People (NAACP),210000
Monthly Review Foundation,210000
Missouri Century Foundation,210000
Leonard Lance for Congress,210000
Kate Brophy McGee AZ - Senate,210000
Judge Michael E. Vigil for New Mexico Supreme Court. Treasurer Doug Azar. ,210000
Jerusalem Prayer Team and Friends of Zion,210000
Helmer for Congress,210000
Georgia Conservation Voters,210000
Friends of Donna Campbell,210000
"Connie Conway for Board of Equalization, FPPC ID # 1397140",210000
"Committee to Elect Charlie Susano, T. Dean LaRue Treasurer",210000
Citizens United,210000
CTE Dennis Brewer for Judge,210000
BizPac Review Inc,210000
Armstrong for Congress.,210000
ACLU of Kansas,210000
Tablet,209000
Rebecca Bauer-Kahan for Assembly 2018,209000
Kansans for LaTurner,209000
Gareth Rhodes for Congress,209000
The American Friends Service Committee (AFSC),208000
Satterwhite for Judge,208000
O'Donnell for Congress,208000
Nevada Conservation League Education Fund,208000
Jared Henderson for Governor,208000
Friends of Nick Autiello,208000
Evan Glass for Montgomery County Council ,208000
"Erin for CT, Valerie R. Marino, Treasurer. Approved by Erin Stewart.",208000
"Community Press, LLC",208000
The American Mirror ,207000
"Schmidt for Attorney General, Inc., Gary C. Allerheiligen, Treasurer",207000
"Montgomery County for Nancy Floreen; Joyce Fuhrmann, Treasurer",207000
"Juan Alfonso Fernandez-Barquin, Republican, for State Representative, District 119",207000
Friends of Warren Kampf,207000
Friends of Marty McClendon,207000
Downtown for Democracy,207000
Candidate,207000
 Antoinette Sedillo Lopez for Congress,207000
South King County Deserves Better,206000
"Round Rock Forward PAC, Nyle Maxwell Treasurer",206000
"Red, White and F You",206000
Palmetto Gun Rights,206000
Friends of Anton Andrew,206000
FRIENDS OF NADER J. SAYEGH ,206000
Elect Patricia Morgan,206000
The Maricopa County Recorder's Office,205000
Sponsored by Educators for Change,205000
SameSide,205000
Patrio App,205000
Nate McMurray for Congress,205000
Jefferson Country Sheriff's Office,205000
Independent Driver's Guild,205000
Hildreth Institute Action Fund,205000
Friendship,205000
Friends of Sarah Smith,205000
Foundation for Individual Rights in Education,205000
Debbie for Congress,205000
Assemblywoman Catharine Baker,205000
Arizona Conference of Police and Sheriffs,205000
The New State Solution,204000
Tax Foundation,204000
Mitch Caldwell for City Council 2018,204000
Drew Buchanan for Pensacola Mayor ,204000
Al Lawson For Congress ,204000
Advanced Energy Economy,204000
The Record,203000
Rodriguez for Colorado,203000
Right Now USA,203000
Keep Abortion Safe,203000
Ian Todd for Congress,203000
Friends for Sydney Batch,203000
Beesponsible,203000
the Committee to Elect Rachael Rollins,202000
Vote Nora Ellen,202000
Union Patriots,202000
The People's Trumpet LLC,202000
"Teri Johnston for Mayor - Key West, FL",202000
Narratively,202000
Dayna Polehanki for State Senate,202000
"Citizens to Elect Joe Rathert Anne Rathert, Treasurer",202000
Andy Thorburn for Congress,202000
Andrew Jeng for City of Kissimmee Commission Seat 2,202000
justCARE,201000
Support The 2nd Amendment,201000
PennFuture,201000
Paid for and authorized by Capuano for Congress Committee,201000
Mike Hale for Sheriff ,201000
Merritt & Merritt Law Firm,201000
Jeremy Oden for Public Service Commissioner,201000
Grover Robinson for Pensacola Mayor,201000
Gill Foundation,201000
Food for the Hungry,201000
delmy elizabeth juarez flores,200000
and Authorized by SQ 788 is NOT Medical,200000
"Yes on Prop 6, Repeal the Gas Tax. Committee major funding from California Republican Party, Walters for Congress and Making Investments Majority Insured PAC, Kevin McCarthy for Congress.",200000
Western Carolina University,200000
Tyler Diep for Assembly 2018 FPPC ID #1397523,200000
The Pittsburgh Foundation,200000
Tennessee Education Association,200000
Rep. George Holding,200000
Quirk Books,200000
Peter Leroe-Munoz for Assembly 2018,200000
People’s Lawyer PAC,200000
Palmetto Prosperity PAC,200000
PAID FOR AND AUTHORIZED BY SHAWN MOODY FOR GOVERNOR,200000
Misha Collins,200000
Matador Network,200000
Ken Paxton Campaign,200000
Kansas Health Foundation,200000
"Joseph, Hollander & Craft Law Firm",200000
Jamey Moody for Circuit Judge,200000
Here for This,200000
Global Trade Watch,200000
Friends of April Weaver,200000
Empower Mississippi,200000
Dr. Richard Pan for Senate 2018 FPPC ID #1374058,200000
Claudia Nunez,200000
City of Dallas,200000
Citizens for Progress Enterprise Washington,200000
CGTN America,200000
Beacon Health System,200000
BP America,200000
ACLU of Missouri,200000
the National League of Cities,199000
The Committee to Elect Michele Oberholtzer for State Representative,199000
"Sara Alijewicz for County Court Judge, Group 5, Non-Partisan.",199000
Ian Haight for State Senate,199000
"Friends of Paul Mitchell, 4068 HOUGH RD, DRYDEN, MI 48428",199000
"Dial for Ag & Industry. PO Box 248 Lineville, AL 36266",199000
Waterkeeper Alliance,198000
The Better World Campaign ,198000
"Shak Hill for Congress, Inc.",198000
Kitty Karle for Judge ,198000
Friends of Karen S. Smythe,198000
Friends for Steve Siolak,198000
Forest Fire Facts,198000
Christian L. Valiente Committee To Elect For Congress,198000
Simon & Schuster,197000
Paid for by: Gray for Assembly 2018 FPPC ID# 1392612,197000
"Maine Republican Party, 9 Higgins Street, Augusta, ME 04330 Ben Lombard, Treasurer",197000
Kanew for Congress,197000
Downtown for Democracy.  Not authorized by any candidate or candidate's committee.,197000
AFSCME,197000
the Committee to elect John Flores for State Senate for the Cape & Islands,196000
TEA Fund for Children and Public Education,196000
Sloan for Arizona,196000
Pete Stauber for Congress Volunteer Committee,196000
One Pennsylvania,196000
"Friends of J.D. Merrill, Josh K. Russakis, Treasurer. ",196000
